StartDate,EndDate,Progress,Duration__in_seconds_,RecordedDate,ResponseId,Consent,DS1_1,DS1_2,DS1_3,DS1_4,DS1_5,DS1_6,DS1_7,DS1_8,DS1_9,DS1_10,DS2_1,DS2_2,DS2_3,DS2_4,DS2_5,DS2_6,DS2_7,DS2_8,DS2_9,DS2_10,DS3_1,DS3_2,DS3_3,DS3_4,DS3_5,DS3_6,DS3_7,DS3_8,DS3_9,DS3_10,DS4_1,DS4_2,DS4_3,DS4_4,DS4_5,DS4_6,DS4_7,DS4_8,DS4_9,DS4_10,DS5_1,DS5_2,DS5_3,DS5_4,DS5_5,DS5_6,DS5_7,DS5_8,DS5_9,DS5_10,DS6_1,DS6_2,DS6_3,DS6_4,DS6_5,DS6_6,DS6_7,DS6_8,DS6_9,DS6_10,DS7_1,DS7_2,DS7_3,DS7_4,DS7_5,DS7_6,DS7_7,DS7_8,DS7_9,DS7_10,DS8_1,DS8_2,DS8_3,DS8_4,DS8_5,DS8_6,DS8_7,DS8_8,DS8_9,DS8_10,Gender,Gender_3_TEXT,Age,Nation,Edu,Latinx,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_6_TEXT
3/16/2021 5:35:42,3/16/2021 5:49:38,100,835,3/16/2021 5:49:39,R_3qCf6T2kg4aZ8iI,1,3,4,2,6,5,2,1,3,5,5,3,6,5,1,6,3,1,5,2,5,5,4,2,2,2,5,1,6,5,5,2,4,1,7,6,3,3,3,3,6,5,2,2,3,1,7,4,2,3,2,6,2,6,2,1,4,5,1,5,6,5,6,3,5,2,1,4,4,7,2,3,6,5,7,3,5,3,6,5,7,1, ,24,76,16, , , , , , , , 
3/16/2021 5:35:48,3/16/2021 5:52:27,100,999,3/16/2021 5:52:27,R_1nZmJ2o4XFSM2KI,1,2,4,5,7,5,5,1,5,6,2,4,5,5,3,5,3,1,2,3,5,3,5,1,1,6,6,2,5,4,5,2,4,5,7,6,2,5,6,2,3,7,1,1,5,3,7,4,4,3,5,5,5,6,1,1,5,6,1,6,5,5,5,2,5,5,3,4,4,5,3,5,5,7,5,2,5,6,5,5,4,1, ,20,137,13, , , , , , , , 
3/16/2021 5:35:52,3/16/2021 5:45:53,100,600,3/16/2021 5:45:54,R_1Rj0W4gkdTjlaP7,1,2,1,1,4,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,2,5,2,5,3,3,5,2,1,3,3,2,1,5,2,5,6,1,1,1,1,1,1,1,1,2,6,4,5,4,1,5,5,2,5,5,2,5,3,2,1,2,2,1,1,1,4,4,2,6,2,5,5,5,2,4,1, ,19,138,14, , , , , , , , 
3/16/2021 5:35:52,3/16/2021 5:53:56,100,1083,3/16/2021 5:53:56,R_1QMlzIpg8XjzGr7,1,5,5,6,3,5,3,3,5,6,5,3,3,2,3,3,3,1,1,2,5,1,3,3,2,3,3,2,2,1,4,5,2,2,4,4,3,6,5,4,4,5,2,3,5,5,2,5,2,2,2,1,5,2,2,3,3,6,3,4,4,4,6,6,3,3,5,4,4,5,4,6,6,4,4,2,3,3,5,5,4,2, ,36,67,19, , , , , , , , 
3/16/2021 5:36:16,3/16/2021 5:44:49,100,513,3/16/2021 5:44:50,R_2Cp77zUnAftBFek,1,6,3,4,3,5,5,5,6,2,5,4,5,6,4,4,4,5,4,5,5,4,4,4,5,6,5,5,7,5,7,5,6,3,5,4,4,3,5,4,4,5,2,2,5,4,3,4,5,5,4,6,4,4,5,2,4,4,3,5,5,6,5,4,4,6,2,6,4,5,4,4,4,2,5,3,4,5,6,7,4,1, ,33,185,17, , , , , , , , 
3/16/2021 5:36:05,3/16/2021 5:44:46,100,521,3/16/2021 5:44:47,R_3kyVUvGKeLHAwVV,1,5,6,5,4,4,1,1,5,6,5,1,2,2,2,3,2,1,2,3,1,2,4,2,5,1,6,2,7,3,6,6,6,2,5,6,6,7,7,5,1,2,4,2,5,3,6,1,2,5,5,5,2,5,2,3,4,4,1,5,5,5,5,5,2,6,1,6,3,6,2,6,2,6,7,1,2,5,5,5,4,1, ,21,138,13, , , , , , , , 
3/16/2021 5:36:18,3/16/2021 5:47:51,100,692,3/16/2021 5:47:51,R_vSjGSPAKgznQE5H,1,3,3,3,5,3,2,5,3,5,3,3,5,2,2,3,3,3,4,6,5,2,3,2,3,4,2,2,3,3,6,2,2,2,5,5,2,5,2,4,5,3,2,5,4,2,6,2,2,3,2,4,3,3,3,4,3,3,2,5,4,3,3,3,6,3,2,3,2,6,2,4,3,5,6,2,5,3,4,3,2,1, ,21,137,13, , , , , , , , 
3/16/2021 5:40:22,3/16/2021 5:51:56,100,694,3/16/2021 5:51:56,R_23TQZ0WWWFKXEF3,1,1,2,2,5,6,2,5,1,6,2,1,4,2,1,1,1,1,2,2,1,1,2,2,2,2,5,4,4,4,3,3,3,4,5,6,5,5,5,1,7,5,1,1,4,5,4,6,2,2,4,6,5,5,2,2,2,4,1,6,6,5,6,4,4,3,4,5,4,2,2,4,3,4,6,1,5,4,5,6,7,2, ,22,138,18, , , , , , , , 
3/16/2021 5:36:03,3/16/2021 5:44:14,100,491,3/16/2021 5:44:15,R_3KDtNwpFotXJly7,1,5,5,5,3,3,1,5,1,4,5,1,5,2,1,1,1,1,2,1,3,2,5,3,2,3,1,3,5,3,3,5,3,1,5,5,6,6,3,2,5,5,1,1,5,2,5,2,1,1,5,3,4,5,5,4,6,3,5,5,6,5,6,6,2,5,3,4,2,3,2,5,4,3,6,1,3,2,6,6,6,2, ,23,185,18, , , , , , , , 
3/16/2021 5:36:09,3/16/2021 5:52:39,100,990,3/16/2021 5:52:39,R_32RUbw9sdE7Q7mm,1,3,4,5,5,4,4,5,4,4,5,3,4,5,2,2,2,2,5,3,5,5,4,2,4,3,5,5,4,4,2,5,4,2,3,3,4,5,4,4,5,5,2,3,5,4,4,4,3,4,3,5,5,5,5,5,3,5,5,5,5,4,4,4,5,4,5,5,5,4,5,5,4,4,3,4,3,4,5,6,5,2, ,25,67,20, , , , , , , , 
3/16/2021 5:36:33,3/16/2021 5:42:49,100,375,3/16/2021 5:42:49,R_OllDsXwUOYZhlfP,1,5,5,3,4,4,1,2,3,5,4,4,5,5,5,5,3,4,4,4,6,5,5,5,4,2,3,5,5,2,6,3,5,6,3,5,2,2,5,5,4,4,5,4,5,2,6,3,4,5,4,4,5,6,4,5,3,3,2,5,4,4,5,3,5,6,5,3,5,4,6,3,5,5,5,4,5,4,5,5,4,1, ,30,137,15, , , , , , , , 
3/16/2021 5:36:08,3/16/2021 5:46:31,100,622,3/16/2021 5:46:31,R_1MRHGww8ifzOktO,1,1,1,6,7,2,1,2,3,7,5,4,1,7,3,4,1,1,1,1,6,5,1,1,1,1,7,1,1,1,7,1,1,1,1,5,6,6,7,2,4,6,4,1,2,2,7,1,1,1,1,4,4,5,1,1,7,5,5,7,7,1,6,4,5,2,5,6,7,7,1,5,1,4,7,1,1,3,4,7,7,2, ,34,61,17, , , , , , , , 
3/16/2021 5:36:09,3/16/2021 5:48:18,100,729,3/16/2021 5:48:19,R_1pzH3hqC2vaV6j9,1,2,2,1,2,1,1,7,1,7,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,6,7,7,1,6,1,7,1,1,1,1,1,6,1,1,1,7,7,7,4,1,1,4,1,1,1,6,7,1,1,1,7,1,1,5,1,1,4,1,7,4,1, ,21,138,14, , , , , , , , 
3/16/2021 5:36:24,3/16/2021 5:45:19,100,534,3/16/2021 5:45:20,R_3QYSdn5jLn9Unv4,1,2,3,2,7,1,1,3,2,6,1,1,4,3,1,2,1,1,1,1,5,1,2,1,1,1,3,1,1,2,1,2,5,1,5,4,4,2,3,5,5,4,4,1,1,2,6,1,1,1,3,7,4,6,2,2,2,6,2,5,5,6,7,5,7,6,6,4,1,3,2,4,7,1,6,1,3,5,7,6,5,1, ,21,67,12, , , , , , , , 
3/16/2021 5:36:15,3/16/2021 5:44:30,100,495,3/16/2021 5:44:31,R_8A4J00azO0UQYzD,1,5,4,5,5,5,5,2,3,5,5,2,4,4,2,2,3,2,1,5,3,3,1,2,5,5,6,4,7,3,6,3,2,2,5,5,2,5,3,2,5,5,2,1,1,1,3,1,2,4,5,2,7,2,2,2,5,4,2,1,3,5,6,1,6,3,2,6,1,4,3,5,4,3,6,2,5,5,6,6,5,1, ,28,138,13, , , , , , , , 
3/16/2021 5:36:18,3/16/2021 5:44:07,100,469,3/16/2021 5:44:08,R_295FnuFYz2hOlR1,1,3,2,3,6,3,4,3,3,6,5,1,4,4,1,2,2,1,1,1,2,1,1,1,1,1,1,1,4,2,1,2,2,1,2,6,6,5,5,1,6,2,2,2,1,1,6,2,1,3,4,4,4,2,3,3,5,4,2,4,4,3,6,3,3,2,2,7,3,2,2,6,2,2,4,1,1,1,3,1,4,1, ,18,138,13, , , , , , , , 
3/16/2021 5:36:16,3/16/2021 5:46:11,100,595,3/16/2021 5:46:12,R_vfsqHrSD9M0eyLT,1,3,5,5,4,3,2,6,5,3,3,2,5,5,3,5,2,2,2,3,3,3,3,3,5,5,5,2,6,3,3,5,4,2,4,4,5,3,5,5,3,4,5,2,3,2,2,3,3,3,3,3,6,6,5,4,2,3,4,6,6,4,6,5,4,3,5,5,5,3,5,6,4,5,5,2,4,5,3,3,3,2, ,22,138,15, , , , , , , , 
3/16/2021 5:36:23,3/16/2021 5:42:47,100,384,3/16/2021 5:42:48,R_2CNjmV4nvS7UGWl,1,2,3,2,6,6,5,4,6,3,2,1,2,3,1,2,1,5,1,1,2,2,2,2,2,5,2,2,6,2,5,5,2,1,5,3,1,3,2,4,1,3,2,1,1,5,4,1,1,1,2,2,5,5,6,2,3,4,2,5,5,2,7,5,5,5,1,3,2,2,5,4,4,4,5,1,2,2,3,1,5,2, ,21,185,17, , , , , , , , 
3/16/2021 5:36:23,3/16/2021 5:42:57,100,394,3/16/2021 5:42:58,R_2duLKjV4vDUDna9,1,3,6,5,3,2,1,1,2,6,3,1,3,3,1,3,1,1,2,1,5,3,3,5,2,3,5,2,5,5,5,3,3,1,5,4,5,7,5,2,2,2,1,1,1,2,4,1,2,2,1,6,3,5,3,1,5,4,1,4,5,5,6,5,1,5,2,3,2,6,2,4,5,3,5,1,1,1,3,3,3,1, ,32,137,18, , , , , , , , 
3/16/2021 5:36:29,3/16/2021 5:44:37,100,488,3/16/2021 5:44:38,R_3JrUW4JSeNzzSpU,1,2,2,2,4,2,1,2,2,6,1,1,5,2,2,6,1,4,1,1,3,3,6,1,2,4,5,2,3,2,5,3,2,1,2,6,2,5,3,1,2,4,1,2,2,1,5,2,2,1,2,2,4,5,4,2,3,6,2,5,4,2,2,3,4,2,4,5,2,3,1,2,5,5,6,2,2,3,5,1,5,2, ,30,45,19, , , , , , , , 
3/16/2021 5:37:15,3/16/2021 5:44:01,100,405,3/16/2021 5:44:01,R_3s1Aqw9FzIE7vF3,1,3,3,2,6,2,1,5,2,6,2,1,5,1,1,1,2,4,5,1,5,5,2,2,2,2,6,1,7,1,5,5,4,1,6,4,2,2,6,5,6,4,1,2,6,7,1,6,1,3,5,6,4,6,5,5,3,5,1,7,6,5,6,5,5,2,5,6,6,4,2,6,7,6,7,1,2,2,5,7,7,1, ,18,137,12, , , , , , , , 
3/16/2021 5:36:34,3/16/2021 5:43:28,100,414,3/16/2021 5:43:29,R_8dl82lpUnyZTkzf,1,1,1,1,7,1,1,2,1,7,1,1,4,1,1,1,1,1,2,2,1,5,5,1,1,1,1,1,1,5,3,1,1,1,1,7,5,6,2,1,6,7,1,1,1,1,3,1,1,1,1,1,7,5,6,2,1,7,1,7,7,7,7,5,1,1,1,4,1,7,1,7,7,5,3,1,5,1,7,4,7,2, ,23,84,13, , , , , , , , 
3/16/2021 5:36:33,3/16/2021 5:40:28,100,234,3/16/2021 5:40:28,R_2e9EIG1ps3oJkEI,1,4,4,5,6,5,5,6,6,3,6,7,5,4,5,5,6,5,5,5,4,4,4,4,6,5,4,5,4,6,5,7,6,6,5,5,5,2,5,6,6,5,5,7,4,4,6,5,5,6,4,7,7,5,7,7,7,7,7,4,7,5,4,6,2,5,7,6,4,4,5,6,1,7,7,6,6,7,5,6,7,1, ,20,138,13, , , , , , , , 
3/16/2021 5:36:43,3/16/2021 5:44:13,100,450,3/16/2021 5:44:14,R_3Dq3rVarL5uTjK3,1,2,4,5,4,4,2,6,5,3,5,5,2,5,4,4,4,5,3,4,3,5,3,3,3,5,5,4,6,5,6,3,6,4,5,6,5,5,3,4,6,2,5,2,4,3,4,4,5,2,3,4,5,6,4,1,5,6,1,3,3,3,4,5,4,3,5,4,4,5,5,5,6,5,4,3,3,4,5,5,5,1, ,19,137,13, , , , , , , , 
3/16/2021 5:36:40,3/16/2021 5:46:58,100,617,3/16/2021 5:46:58,R_1IoblPfazkMHCZL,1,3,3,2,3,6,1,1,5,3,5,2,7,3,3,2,3,3,4,6,1,6,5,6,5,3,2,2,6,5,2,1,5,3,5,2,3,5,6,6,2,1,2,1,2,2,6,2,5,5,3,7,3,7,5,1,2,3,1,2,5,5,6,5,1,2,1,3,7,2,5,1,5,2,7,5,2,6,6,6,2,1, ,26,67,18, , , , , , , , 
3/16/2021 5:36:43,3/16/2021 5:45:54,100,550,3/16/2021 5:45:54,R_bm9whdQ43vmx293,1,1,2,1,6,4,1,1,1,6,2,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4,7,1,1,1,2,1,2,7,6,4,4,1,6,2,1,3,7,7,2,6,1,1,2,5,7,6,4,4,6,6,1,7,7,6,7,6,2,3,1,7,2,1,1,7,5,1,6,1,1,1,5,7,3,2, ,27,185,23, , , , , , , , 
3/16/2021 5:36:51,3/16/2021 5:49:45,100,773,3/16/2021 5:49:45,R_2YfYDPEp0w0GOFj,1,1,4,6,7,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,7,4,5,7,1,4,6,1,1,2,4,6,1,1,1,1,1,7,4,1,4,7,7,1,4,5,2,4,3,4,1,2,7,1,7,1,2,5,5,5,1,2,1,1,7,7,2, ,54,185,14, , , , , , , , 
3/16/2021 5:36:48,3/16/2021 5:59:44,100,1376,3/16/2021 5:59:45,R_8FZJ5Cm248kPxKx,1,5,2,5,4,3,2,2,3,6,3,2,2,5,2,2,2,2,2,2,3,2,3,3,2,5,6,3,6,2,7,2,2,2,4,6,6,5,6,4,2,3,2,2,1,2,5,2,3,2,2,2,2,5,6,2,4,5,1,5,2,3,5,1,3,3,2,3,3,7,2,4,5,6,6,2,2,3,2,3,2,1, ,19,137,13, , , , , , , , 
3/16/2021 5:37:03,3/16/2021 5:47:24,100,621,3/16/2021 5:47:25,R_3sp4UqGqKb9UfS3,1,2,2,4,4,3,1,5,1,4,4,1,5,2,1,4,1,1,3,1,3,2,2,1,1,2,4,1,5,2,4,5,4,1,6,6,5,5,4,4,6,5,1,1,2,4,2,1,1,1,1,5,3,4,2,2,5,5,3,4,6,4,5,4,1,2,2,4,1,5,2,5,5,4,5,1,3,5,3,4,6,2, ,43,185,17, , , , , , , , 
3/16/2021 5:36:57,3/16/2021 5:43:50,100,413,3/16/2021 5:43:50,R_3EQdWnvt803QtJA,1,1,1,4,1,4,4,1,1,4,4,1,1,4,1,1,1,1,2,1,1,1,3,4,2,4,5,2,4,4,2,4,4,1,1,1,3,2,5,2,1,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,5,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,6,1,2,4,5,4,5,1, ,28,161,16, , , , , , , , 
3/16/2021 5:36:54,3/16/2021 5:47:56,100,662,3/16/2021 5:47:57,R_3nOBicO7eoq21NZ,1,6,4,5,3,5,5,4,4,3,4,3,5,5,2,5,5,3,4,3,4,7,5,3,4,4,6,2,5,7,6,6,5,5,5,3,5,7,5,6,4,2,2,2,3,6,3,3,4,4,3,5,5,6,6,3,3,4,2,5,5,4,6,4,3,6,3,4,4,5,2,5,4,5,7,2,4,6,6,7,4,1, ,25,67,13, , , , , , , , 
3/16/2021 5:36:58,3/16/2021 5:56:29,100,1170,3/16/2021 5:56:29,R_Q5l4dB5hpkjpVbX,1,1,1,7,2,1,1,1,1,6,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,3,1,1,2,2,6,2,1,1,2,7,2,1,1,1,1,2,2,1,1,1,4,1,1,1,1,1,2,6,1,1,5,5,2,5,2,5,2,2,4,2,4,3,3,6,1,5,3,1,5,1,4,2,1,4,1,1, ,19,137,14, , , , , , , , 
3/16/2021 5:37:12,3/16/2021 5:51:34,100,862,3/16/2021 5:51:35,R_2b3mv40eubdMZgg,1,4,2,5,5,3,2,2,2,5,5,1,1,3,1,4,1,1,3,1,3,2,2,2,3,5,6,1,6,3,6,5,1,1,1,5,3,5,1,1,6,2,3,1,2,1,5,1,4,2,1,4,5,6,2,1,4,1,1,5,5,4,5,3,5,2,3,5,5,5,2,6,2,2,6,2,3,6,3,6,6,1, ,19,137,14, , , , , , , , 
3/16/2021 5:37:03,3/16/2021 5:49:31,100,747,3/16/2021 5:49:31,R_1qVDZOr4wt4FYBL,1,2,2,2,6,5,2,1,2,6,3,2,4,2,2,3,1,1,5,2,5,3,2,2,3,5,5,2,6,5,6,6,2,2,6,7,5,6,5,2,7,3,1,2,5,5,6,3,2,2,2,2,5,7,2,1,6,6,1,5,6,6,6,5,2,5,1,2,3,5,2,5,6,5,6,1,6,3,5,5,5,1, ,22,137,16, , , , , , , , 
3/16/2021 5:37:11,3/16/2021 5:43:54,100,403,3/16/2021 5:43:55,R_27eyc1QjYXLFHW5,1,5,5,3,3,5,1,2,1,6,5,1,3,5,1,1,1,1,5,2,3,2,1,1,3,3,6,5,7,2,2,6,3,1,3,3,7,6,7,5,1,2,2,1,5,2,2,2,2,1,1,5,2,7,2,2,5,2,1,2,2,4,2,1,2,6,2,2,2,5,2,5,6,3,7,1,2,1,5,1,2,2, ,25,185,17, , , , , , , , 
3/16/2021 5:37:08,3/16/2021 5:45:43,100,514,3/16/2021 5:45:43,R_3CUypawSf6CZPUB,1,4,3,5,4,3,2,6,6,3,4,3,3,2,3,3,5,5,2,5,2,2,5,3,5,6,3,2,5,6,6,5,5,2,6,3,4,3,3,5,5,3,6,2,5,5,4,2,5,5,3,5,3,7,5,2,3,5,1,6,5,3,5,3,5,6,7,4,4,5,5,4,3,2,6,1,3,6,6,6,4,1, ,21,84,15, , , , , , , , 
3/16/2021 5:37:18,3/16/2021 5:48:56,100,697,3/16/2021 5:48:56,R_9mXF061ZuoS2Wlz,1,2,2,4,5,3,1,3,3,5,2,1,2,2,1,1,1,1,1,1,5,2,4,2,2,2,2,2,6,2,5,3,3,2,5,5,3,4,3,5,4,3,4,2,4,3,3,1,1,2,1,4,3,5,3,2,4,4,2,4,4,3,4,4,4,3,5,5,3,6,2,4,4,2,6,2,3,2,4,3,4,1, ,24,84,18, , , , , , , , 
3/16/2021 5:37:20,3/16/2021 5:49:24,100,724,3/16/2021 5:49:25,R_3343gWOfOzPx63t,1,3,3,2,5,4,2,2,3,4,3,2,3,4,2,3,2,2,5,3,3,4,5,4,3,3,3,2,6,4,4,2,4,2,5,4,4,5,4,4,5,2,4,3,4,4,3,4,2,3,5,6,4,5,4,2,2,5,2,6,6,6,6,5,5,3,2,6,5,4,2,4,4,3,6,2,4,4,6,6,6,2, ,24,67,16, , , , , , , , 
3/16/2021 5:37:18,3/16/2021 6:02:18,100,1500,3/16/2021 6:02:19,R_2amleSBfWSgx0M8,1,5,5,4,3,7,1,2,3,4,4,1,5,7,2,5,2,2,2,1,1,2,4,2,3,4,5,3,6,2,2,5,4,1,3,5,2,6,3,3,2,1,1,5,7,6,5,1,3,3,4,4,3,2,6,2,5,2,1,7,7,4,7,5,7,5,1,6,1,3,2,6,3,3,7,1,3,5,6,5,5,2, ,25,45,17, , , , , , , , 
3/16/2021 5:37:21,3/16/2021 5:41:43,100,262,3/16/2021 5:41:44,R_2aeq5HsqR89dxhV,1,5,4,5,5,5,5,5,5,5,6,4,5,3,5,6,5,5,5,4,6,6,6,6,6,6,5,5,6,5,5,5,2,3,2,4,3,4,2,3,3,4,5,5,6,5,5,5,5,6,5,4,5,5,5,4,4,5,5,5,5,5,5,6,5,6,5,5,6,6,5,5,5,4,5,6,5,5,5,5,5,1, ,35,185,13, , , , , , , , 
3/16/2021 5:37:24,3/16/2021 5:59:16,100,1312,3/16/2021 5:59:17,R_Z8FBoGsSqNtgb2p,1,1,3,6,7,3,1,1,5,5,2,5,5,1,5,5,3,3,7,5,7,5,5,5,5,3,7,3,7,2,6,6,5,4,7,5,4,6,5,5,3,1,1,2,5,5,3,2,3,2,5,6,6,6,2,2,5,3,1,6,5,6,7,6,2,5,1,6,5,3,3,4,6,7,7,3,5,5,7,7,6,2, ,18,137,12, , , , , , , , 
3/16/2021 5:37:25,3/16/2021 5:50:58,100,813,3/16/2021 5:50:58,R_2U6hDNtirLCQDiU,1,1,1,6,7,6,1,1,2,6,2,1,2,5,1,2,5,2,2,1,6,1,3,1,1,2,5,1,2,5,6,5,6,1,2,5,5,7,6,2,7,6,1,1,1,1,5,1,1,1,2,5,6,2,7,2,7,5,1,2,3,6,6,2,2,2,1,7,1,6,1,7,7,3,2,1,2,3,2,6,5,1, ,20,138,15, , , , , , , , 
3/16/2021 5:37:22,3/16/2021 5:40:41,100,199,3/16/2021 5:40:42,R_1C7PCXtveDhut63,1,6,5,5,7,6,7,5,5,4,7,6,7,5,6,6,7,5,7,6,6,7,5,6,6,7,5,5,6,6,7,7,6,5,6,6,6,7,6,7,5,7,5,7,6,5,6,5,7,6,7,6,6,7,7,7,6,5,5,6,5,6,5,7,6,5,5,6,7,7,5,5,7,5,6,7,6,5,5,6,5,1, ,18,138,13, , , , , , , , 
3/16/2021 5:37:24,3/16/2021 5:48:14,100,649,3/16/2021 5:48:14,R_1dbkST6P2LYv6s8,1,2,1,2,5,1,1,2,2,6,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,4,2,2,5,1,3,5,4,4,3,3,5,4,2,1,1,2,5,1,2,1,1,4,3,2,3,4,4,6,3,5,4,2,4,2,3,2,3,4,2,5,1,4,4,3,5,2,3,3,5,5,4,1, ,21,138,17, , , , , , , , 
3/16/2021 5:37:26,3/16/2021 5:52:05,100,879,3/16/2021 5:52:06,R_xtGPwoDQuUTFLNL,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,4,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,4,4,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,4,2,2,2,4,2,2,1,1, ,19,137,12, , , , , , , , 
3/16/2021 5:38:00,3/16/2021 5:57:59,100,1199,3/16/2021 5:57:59,R_0vzpm6dwqrbsJAl,1,4,3,2,5,5,1,4,2,5,2,1,2,5,2,1,1,1,3,4,6,6,5,4,2,5,5,6,7,2,1,5,3,1,1,5,5,5,4,2,6,5,3,3,4,5,3,5,1,1,2,5,6,5,7,5,3,5,4,7,6,3,6,5,4,3,3,6,2,2,1,4,2,2,6,2,5,6,6,6,5,2, ,22,83,18, , , , , , , , 
3/16/2021 5:37:30,3/16/2021 6:10:24,100,1974,3/16/2021 6:10:24,R_22EM8rPaVC0e3x8,1,2,4,2,4,2,1,5,2,5,2,2,1,2,2,1,1,1,4,2,1,2,2,2,2,2,5,2,3,3,4,5,5,2,2,3,6,5,4,4,6,4,2,1,2,5,4,1,2,2,2,4,5,7,6,1,5,5,2,4,4,4,5,5,5,4,2,4,2,5,2,6,5,5,5,1,5,6,4,4,3,1, ,33,84,22, , , , , , , , 
3/16/2021 5:37:54,3/16/2021 5:43:03,100,308,3/16/2021 5:43:03,R_2qlO57DD5fNG0dq,1,4,6,5,3,5,2,2,5,3,6,4,3,3,5,5,6,4,4,5,3,4,6,2,6,6,6,2,5,3,6,4,5,6,4,4,5,6,5,5,6,3,2,2,2,2,4,2,3,4,4,5,4,4,4,4,5,5,3,6,6,6,4,3,4,5,5,3,5,4,5,3,5,5,4,5,4,5,4,7,6,1, ,21,137,14, , , , , , , , 
3/16/2021 5:37:48,3/16/2021 5:44:40,100,411,3/16/2021 5:44:40,R_2eaifnD4Po5D3S1,1,3,3,2,4,5,1,5,3,5,3,1,6,3,1,1,1,1,1,1,1,2,1,1,2,2,3,1,5,6,2,5,2,1,2,5,5,2,6,1,2,5,5,1,5,5,5,2,1,1,1,1,5,1,2,5,3,5,2,2,6,5,7,5,2,3,6,6,2,5,2,5,4,2,6,1,3,5,7,7,5,2, ,20,138,13, , , , , , , , 
3/16/2021 5:37:35,3/16/2021 5:41:06,100,211,3/16/2021 5:41:07,R_2uCe4ung47ATw3M,1,5,6,5,5,3,5,3,3,3,3,2,3,5,3,2,3,6,3,5,6,2,5,6,3,5,2,3,6,3,3,3,6,2,3,2,5,2,5,6,3,2,5,2,5,3,5,6,3,5,5,3,6,5,5,2,2,2,6,3,2,5,5,5,6,2,2,3,6,2,5,2,6,2,5,3,2,5,2,3,2,1, ,20,185,13, , , , , , , , 
3/16/2021 5:37:36,3/16/2021 5:48:22,100,646,3/16/2021 5:48:23,R_6mU03a75vj76pAR,1,2,4,2,3,1,2,3,2,3,1,1,3,2,2,5,5,2,1,2,5,1,2,2,6,2,1,1,5,1,6,2,6,1,4,4,4,5,5,5,5,5,2,1,2,1,4,1,1,1,5,3,5,3,4,5,5,3,4,5,3,2,6,5,5,5,3,3,5,5,1,3,5,3,5,1,5,3,2,7,5,1, ,30,138,15, , , , , , , , 
3/16/2021 5:37:44,3/16/2021 5:43:34,100,349,3/16/2021 5:43:34,R_1M6Rwa9hGTSv7q9,1,5,4,5,4,6,5,4,5,4,5,4,4,5,4,4,5,5,5,4,5,5,4,5,5,4,4,4,5,4,5,3,5,4,5,5,5,4,4,5,5,5,5,5,6,4,5,6,5,4,5,6,4,4,5,5,6,6,6,5,5,4,4,4,5,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,4,1, ,20,137,12, , , , , , , , 
3/16/2021 5:42:08,3/16/2021 5:48:44,100,396,3/16/2021 5:48:45,R_2wt3b0kuPYGNk0M,1,6,5,4,4,6,1,3,7,3,5,6,4,5,3,5,5,4,1,2,1,4,6,5,5,6,4,5,1,3,4,5,5,5,6,2,2,6,1,6,4,4,1,5,6,6,3,4,7,3,7,6,3,6,7,1,1,4,2,5,5,7,6,7,6,7,2,2,2,2,5,3,5,2,7,2,5,6,6,7,2,2, ,42,185,13, , , , , , , , 
3/16/2021 5:37:54,3/16/2021 5:45:12,100,437,3/16/2021 5:45:12,R_zdunCKPUfIvlzCF,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,7,1,7,1,1,7,1,1,1,1,7,1,1,1,1,1,5,1,1,1,1,1,1,1,7,1,7,7,7,6,1,5,5,5,1,1,1,1,1,1,1,1,7,1,1,1,1,1,7,1,1,1, ,33,137,19, , , , , , , , 
3/16/2021 5:37:55,3/16/2021 5:50:08,100,733,3/16/2021 5:50:08,R_2b2e56edHBGXROB,1,3,2,5,6,3,1,5,3,6,3,2,2,5,1,3,1,1,2,1,4,2,2,1,2,3,5,2,5,3,6,2,5,1,5,6,3,3,1,2,7,3,2,2,2,2,6,2,2,3,2,3,3,5,2,2,5,6,5,5,4,4,6,5,6,2,5,5,2,7,3,7,7,5,6,1,3,4,4,6,6,1, ,20,137,14, , , , , , , , 
